,dimmer,serverNum,avgThroughput,resUtil,timeoutRate
0,0.22999999999999998,2,36.599999999999596,2,0.98573779484366
1,0.5,2,31.633333333333642,0,0.31894273127753
2,0.33999999999999997,2,26.366666666666447,0,0.033544303797468
3,0.33999999999999997,3,34.849999999999675,1,0
4,0.6,3,27.816666666666748,0,0.0017996400719856
5,0.27,3,22.716666666666846,0,0
6,0.79,3,26.149999999999842,1,0
7,0.27,3,23.683333333333106,2,0
8,0.94,2,24.283333333333147,2,0
9,0.6599999999999999,2,26.333333333333194,1,0.88636363636364
10,0.51,2,23.416666666666433,0,0.072542372881356
11,0.53,1,23.5166666666669,2,0.010526315789474
12,0.41000000000000003,1,25.5333333333332,0,0.78272980501393
13,0.09999999999999998,1,21.633333333333223,1,0.085365853658537
14,0.36,2,21.283333333333434,0,0
15,0.16000000000000003,1,21.916666666666433,0,0
16,0.19999999999999996,2,24.88333333333319,0,0
17,0.85,1,19.200000000000124,2,0
18,0.84,2,15.083333333333439,1,0.78490990990991
19,0.06000000000000005,1,21.09999999999998,0,0.033515198752923
20,0.10999999999999999,1,15.98333333333337,0,0
21,0.97,1,16.483333333333206,1,0
22,0.35,1,15.966666666666567,2,0.51468860164512
23,0.5900000000000001,1,15.066666666666713,1,0.14737883283877
24,0.09999999999999998,1,17.316666666666634,2,0.015473887814313
25,0.30000000000000004,1,25.66666666666664,2,0
26,0.49,1,19.299999999999876,1,0.00086505190311419
27,0.010000000000000009,2,19.200000000000124,2,0.058927000879507
28,0.4,3,17.73333333333334,1,0
29,0.91,3,18.316666666666734,0,0
30,0.5800000000000001,2,20.41666666666654,0,0
31,0.0,1,20.999999999999833,0,0
32,0.040000000000000036,2,22.25000000000005,2,0
33,0.31000000000000005,2,24.04999999999976,2,0
34,0.7,2,23.316666666666496,0,0
35,0.30000000000000004,1,27.216666666666384,0,0.42024539877301
36,0.030000000000000027,1,24.450000000000298,1,0
37,0.37,1,32.23333333333335,1,0
38,0.5,2,28.200000000000333,2,0.072232089994079
39,0.6599999999999999,2,35.68333333333276,2,0.068705882352941
40,0.18000000000000005,1,30.783333333333225,0,0.95822454308094
41,0.54,1,34.73333333333283,1,0.22249793217535
42,0.45999999999999996,1,37.000000000000036,0,0.87638748738648
43,0.9,1,38.03333333333297,1,0.19444444444444
44,0.0,1,40.35000000000063,1,0.99209277807064
45,0.95,1,50.15000000000039,1,0.15595810925559
46,0.18999999999999995,2,51.28333333333384,2,0.9893658920835
47,0.33999999999999997,2,45.533333333333765,0,0.24250764525994
48,0.45999999999999996,2,54.61666666666787,1,0
49,0.09999999999999998,3,53.416666666667226,1,0.10861423220974
50,0.69,3,51.10000000000037,1,0
51,0.64,2,48.04999999999968,1,0.055112651646447
52,0.6599999999999999,2,51.233333333332574,0,0.75777414075286
53,0.43000000000000005,2,59.3833333333329,2,0.11170064227869
54,0.29000000000000004,1,52.200000000001,1,0.97287872917474
55,0.07999999999999996,1,55.35000000000006,0,1
56,0.71,2,58.4499999999996,1,0.1262185736275
57,0.81,3,62.08333333333168,2,0.91694133157548
58,0.5,3,57.81666666666719,2,0.99578296317121
59,0.35,3,43.283333333332465,0,0.35459662288931
60,0.8200000000000001,3,54.7833333333319,1,0
61,0.06000000000000005,3,62.14999999999926,2,0.72038834951456
62,0.9,3,52.01666666666646,0,0.030499075785582
63,0.22999999999999998,3,64.64999999999827,2,0.042075374290139
64,0.06000000000000005,3,57.58333333333424,0,0
65,0.52,3,50.199999999998994,1,0
66,0.39,3,66.0166666666687,0,0.0058154235145386
67,0.8,3,58.23333333333419,2,0
68,0.8200000000000001,3,68.4666666666663,1,0.91327433628319
69,0.87,3,64.40000000000002,0,1
70,0.97,3,60.79999999999865,1,0.51292889109896
71,0.24,3,71.30000000000118,1,1
72,0.89,2,56.71666666666661,1,0.16494585746663
73,0.5,3,50.81666666666608,0,0.95699313335743
74,0.06000000000000005,3,64.7833333333318,2,0.097625329815303
75,0.20999999999999996,3,54.63333333333187,2,0
76,0.8,3,58.18333333333294,0,0
77,0.88,3,54.26666666666792,0,0
78,0.35,3,50.199999999998994,2,0.057436918990704
79,0.050000000000000044,3,49.33333333333399,1,0.14440311126141
80,0.08999999999999997,2,60.999999999999325,1,0
81,0.48,2,49.46666666666567,1,0
82,0.38,3,44.96666666666663,2,0.0085406609728927
83,0.18000000000000005,3,44.733333333333384,2,0
84,0.8200000000000001,3,56.01666666666599,2,0
85,0.97,3,51.16666666666687,2,0.8326359832636
86,0.31000000000000005,3,41.483333333333654,2,0.98135101533361
87,0.79,2,41.9499999999995,1,0.15552377547372
88,0.91,2,40.66666666666705,2,0.70836751435603
89,0.92,1,48.19999999999995,0,0.9926375054136
90,0.45999999999999996,2,37.01666666666611,2,1
91,0.16000000000000003,3,41.816666666666,1,0.47921146953405
92,0.73,3,41.850000000000044,2,0.021914648212226
93,0.27,3,52.68333333333364,1,0.68364249578415
94,0.13,1,38.96666666666716,0,0.079715864246251
95,0.81,2,42.4333333333334,2,0
96,0.20999999999999996,3,41.149999999999224,0,0.9461247637051
97,0.36,3,48.03333333333297,1,0.11530139103555
98,0.55,3,36.08333333333308,1,0
99,0.44999999999999996,3,41.69999999999969,2,0
100,0.92,3,39.81666666666707,0,0.0020938023450586
101,0.48,3,36.69999999999967,2,0
102,0.61,3,46.1000000000005,1,0.014212827988338
103,0.08999999999999997,3,46.233333333333,0,0.048487057965731
104,0.53,2,37.76666666666681,0,0.007755277897458
105,0.8,2,36.63333333333347,1,0
106,0.10999999999999999,2,31.633333333333642,0,0.094030639197042
107,0.5700000000000001,3,26.366666666666447,2,0
108,0.6599999999999999,2,34.849999999999675,2,0.010521281683405
109,0.24,1,27.816666666666748,1,0.20850808867585
110,0.49,2,22.716666666666846,1,0
111,0.33999999999999997,2,26.149999999999842,2,0
112,0.6699999999999999,1,23.683333333333106,0,0.0014164305949008
113,0.29000000000000004,1,24.283333333333147,1,0.0013586956521739
114,0.5700000000000001,1,26.333333333333194,1,0
115,0.24,1,23.416666666666433,0,0.21495327102804
116,0.81,2,23.5166666666669,2,0
117,0.72,2,25.5333333333332,0,0.53092105263158
118,0.97,2,21.633333333333223,0,0.0022900763358779
119,0.24,3,21.283333333333434,1,0
120,0.8,3,21.916666666666433,1,0
121,0.81,3,24.88333333333319,2,0
122,0.31000000000000005,1,19.200000000000124,1,0.001737619461338
123,0.41000000000000003,2,15.083333333333439,2,0
124,0.54,3,21.09999999999998,2,0
125,0.07999999999999996,2,15.98333333333337,1,0
126,0.37,2,16.483333333333206,1,0
127,0.72,3,15.966666666666567,1,0
128,0.43999999999999995,3,15.066666666666713,1,0
129,0.5700000000000001,3,17.316666666666634,1,0
130,0.06000000000000005,3,25.66666666666664,0,0
131,0.5,2,19.299999999999876,0,0
132,0.86,1,19.200000000000124,0,0
133,0.6,1,17.73333333333334,0,0.088345864661654
134,0.0,2,18.316666666666734,0,0
135,0.99,2,20.41666666666654,0,0
136,0.53,2,20.999999999999833,1,0
137,0.36,2,22.25000000000005,1,0
138,0.83,3,24.04999999999976,2,0
139,0.47,3,23.316666666666496,1,0.0014419610670512
140,0.76,2,27.216666666666384,1,0.012202562538133
141,0.040000000000000036,3,24.450000000000298,2,0.013577732518669
142,0.63,3,32.23333333333335,2,0
143,0.48,3,28.200000000000333,2,0.0023640661938534
144,0.08999999999999997,3,35.68333333333276,1,0
145,0.07999999999999996,2,30.783333333333225,0,0
146,0.52,2,34.73333333333283,0,0
147,0.35,3,37.000000000000036,0,0
148,0.78,3,38.03333333333297,2,0
149,0.87,3,40.35000000000063,1,0.092060810810811
150,0.44999999999999996,2,50.15000000000039,0,0.99739000745712
151,0.9,1,51.28333333333384,2,0.77374631268437
152,0.63,1,45.533333333333765,0,1
153,0.14,1,54.61666666666787,2,1
154,0.35,1,53.416666666667226,1,0.60940372997111
155,0.13,2,51.10000000000037,2,0.77503628447025
156,0.49,1,48.04999999999968,0,0.13279047917319
157,0.55,1,51.233333333332574,1,0.92702237521515
158,0.6,2,59.3833333333329,0,1
159,0.18999999999999995,3,52.200000000001,0,0.24164091036808
160,0.74,3,55.35000000000006,2,0
161,0.16000000000000003,3,58.4499999999996,2,0.98397645519948
162,0.84,3,62.08333333333168,0,0.14035928143713
163,0.29000000000000004,3,57.81666666666719,0,0.0063455436977214
164,0.79,2,43.283333333332465,1,0
165,0.71,2,54.7833333333319,0,0.89137614678899
166,0.6599999999999999,2,62.14999999999926,1,0.8015873015873
167,0.18999999999999995,2,52.01666666666646,0,0.86715135492399
168,0.17000000000000004,1,64.64999999999827,1,0.020885757423251
169,0.73,1,57.58333333333424,2,0.0017331022530329
170,0.95,2,50.199999999998994,0,0.98919619706137
171,0.29000000000000004,2,66.0166666666687,1,0.9720885466795
172,0.030000000000000027,1,58.23333333333419,1,1
173,0.20999999999999996,2,68.4666666666663,0,0.13073593073593
174,0.18999999999999995,3,64.40000000000002,0,0
175,0.64,2,60.79999999999865,0,0
176,1.0,1,71.30000000000118,0,0.31190086509235
177,0.85,2,56.71666666666661,1,0.97303206997085
178,0.64,2,50.81666666666608,0,0.97814685314685
179,0.42000000000000004,1,64.7833333333318,2,0.44932756964457
180,0.62,1,54.63333333333187,2,0.94497432134996
181,0.64,1,58.18333333333294,0,1
182,0.38,1,54.26666666666792,2,1
183,0.55,2,50.199999999998994,1,1
184,0.5,2,49.33333333333399,0,0.66809605488851
185,0.41000000000000003,3,60.999999999999325,1,0.00027307482250137
186,0.14,3,49.46666666666567,1,0.00033692722371968
187,0.53,3,44.96666666666663,2,0
188,0.87,2,44.733333333333384,0,0.017897091722595
189,0.47,2,56.01666666666599,2,0.64086021505376
190,0.81,2,51.16666666666687,0,1
191,0.99,3,41.483333333333654,2,0.26911103424421
192,0.5700000000000001,3,41.9499999999995,0,0.92448805460751
193,0.96,3,40.66666666666705,1,0.07230298393267
194,0.29000000000000004,3,48.19999999999995,2,0.27967013266404
195,0.62,3,37.01666666666611,0,0.046901893287435
196,0.16000000000000003,2,41.816666666666,1,0
197,0.5,3,41.850000000000044,2,0
198,0.76,3,52.68333333333364,2,0.051631295533735
199,0.43000000000000005,3,38.96666666666716,0,0.12676659528908
200,1.0,3,42.4333333333334,0,0
201,0.35,3,41.149999999999224,2,0
202,0.18999999999999995,3,48.03333333333297,2,0
203,0.97,2,36.08333333333308,0,0
204,0.62,3,41.69999999999969,0,0.15793714746172
205,0.79,2,39.81666666666707,0,0.00041476565740357
206,0.19999999999999996,2,36.69999999999967,1,0.0031803725579282
207,0.9,1,46.1000000000005,0,0.032899493853941
208,0.9299999999999999,1,46.233333333333,2,0.98627198627199
209,0.30000000000000004,2,37.76666666666681,2,1
